SBT Interview End Date,Week End Date,YYYY Mm,SBT Case ID,SBT Response ID,SBT Agent,SBT Channel Name,SBT Msg Created,SBT Close Date,SBT Contact Count,SBT Queue Nm,SBT Vendor Name,SBT Location Name,SBT Message Age,SBT Q1 (Email overall score),SBT Q2 (Was your issue resovled?),SBT Q201(NPS),SBT Q200(Ease of contact Customer Care),SBT Q186 (Verbatim),FCR,FCR Count
2014-07-04l,2014-07-05l,2014-07,140628-037973,1157320,rameshkr,Email,2014-06-28l,2014-07-04l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,7629,1,2,1,1,I received one reply per 24 hour period over several days. Each time the recommended fix had little to do with the symptoms I reported. It was finally fixed with no change to the site by my action. This would have been completely unacceptable for a revenue site and could have been avoided if yahoo had looked at it seriously to begin with. ,0,1
2014-07-04l,2014-07-05l,2014-07,140630-057461,1157353,rameshkr,Email,2014-06-30l,2014-07-04l,0,SMB-MerchantSolutions-Tech-FL,SMB - Agents,SMB - Agents,4680,9,2,7,7,"I usually call when I have a question. I call in the morning so that I can speak with an American. I do business here in America, and I want to speak to American workers",0,1
2014-07-04l,2014-07-05l,2014-07,140703-059929,1157378,maryjert,Phone,2014-07-04l,2014-07-04l,0,SMB-WebHosting-Tech-phone-FL,SMB - Agents,SMB - Agents,0,5,2,5,5,"It was a difficult call for both of us. My being unfamiliar with Control Panel and not understanding what rep needed me to do led to frustration on her part. (Unrelated to the call to Customer Care, I think 1) the Control Panel is hard to navigate, and 2) the reminders that ""your call is important to us"" every 35 seconds is insincere. If the call was really important to Yahoo, the company would have adequate staffing to take the calls. For those reasons I am looking at a different host.)",0,1
2014-07-04l,2014-07-05l,2014-07,140628-030990,1157394,sanjanak,Email,2014-06-28l,2014-07-04l,0,SMB-TechSupport-Tech-FL,SMB - Agents,SMB - Agents,7821,10,2,10,10,,0,1
2014-07-04l,2014-07-05l,2014-07,140629-046272,1157400,arunya,Email,2014-06-29l,2014-07-04l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,5904,10,2,7,10,"Please assist us in resolving my problem 

wherein i am having a problem in publishing my website",0,1
2014-07-04l,2014-07-05l,2014-07,140630-052096,1157413,ashishk1,Email,2014-06-30l,2014-07-04l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,4794,3,2,4,1,"my website is not shown on the first page of a yahoo search.  Our business is absolutely relevant to a search for  Rock Climbing at Smith Rock State park.  We are one, of two accredited guide services at Smith Rock.  We have had a website with yahoo for over 15 years.  The gentleman could give me no advise or phone number on who to talk to.  www.goclimbing.com",0,1
2014-07-04l,2014-07-05l,2014-07,140701-064424,1157461,jitender,Email,2014-07-01l,2014-07-04l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,4569,3,2,3,5,"I am using the full version of Yahoo Mail for now, but in the future I want to be able to use Basic Mail again because I'm more comfortable with it. I hope that the issues with it may soon be resolved.",0,1
2014-07-04l,2014-07-05l,2014-07,140701-013621,1157470,sunilrd,Email,2014-07-01l,2014-07-04l,0,SMB-SMBOther-Tech-FL,SMB - Agents,SMB - Agents,5420,1,2,1,2,"As nearly as I can tell, Yahoo did absolutely nothing to resolve my issue, or even assuage my grief.  It appears I had to do everything myself in the end.  I am fast approaching the LAST STRAW with Yahoo's over-zealous and extremely inconvenient - wildly excessive security measures....  :-(  Don't TELL me what I can and can't use for my pword, this forcefulness is VERY unpleasant.  I will choose my own password, whatever I like, and I will make my own judgements about the level of security required - thank you very much!  {{steam coming out of ears}}",0,1
2014-07-05l,2014-07-05l,2014-07,140701-002196,1157505,ancilava,Email,2014-07-01l,2014-07-04l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,5668,10,2,10,9,,0,1
2014-07-05l,2014-07-05l,2014-07,140701-008455,1157526,ancilava,Email,2014-07-01l,2014-07-04l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,5516,10,2,10,8,,0,1
2014-07-05l,2014-07-05l,2014-07,140704-039932,1157538,maryjert,Phone,2014-07-04l,2014-07-04l,0,SMB-YSBPhoneTickets-Phone-FL,SMB - Agents,SMB - Agents,89,10,2,10,10,,0,1
2014-07-05l,2014-07-05l,2014-07,140701-006739,1157554,arunya,Email,2014-07-01l,2014-07-04l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,5564,1,2,1,9,The fool who responded to my request apparently didn't read my email. He/she gave me a general solution--which I already tried to resolve my issue. This general solution was in my email request. I finally figured out my solution. Thanks for the headache.,0,1
2014-07-05l,2014-07-05l,2014-07,140701-001522,1157562,bhuvanes,Email,2014-07-01l,2014-07-04l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,5682,10,2,10,10,,0,1
2014-07-05l,2014-07-05l,2014-07,140630-016795,1157563,ashishk1,Email,2014-06-30l,2014-07-04l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,6727,1,2,1,1,,0,1
2014-07-05l,2014-07-05l,2014-07,140701-064993,1157596,arifha,Email,2014-07-01l,2014-07-04l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,4557,1,2,1,1,"I called and was given a recording there were over 100 ahead of me and you would call back in 35 minutes.  That was about three days ago, still no call.  I emailed and that was halfway answered, to no satisfaction, no help!  I emailed again, no response.  Fed up.",0,1
2014-07-05l,2014-07-05l,2014-07,140630-003783,1157597,haritas,Email,2014-06-30l,2014-07-04l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,7046,5,2,3,6,"FOLLOW THE HELP OPTION PROCEDURE IS NOT EASY. TIME DEVOTING. LENGTHY AS COMPARE TO NEW SITES.....
EVEN NOT HIGHLIGHT FAP.",0,1
2014-07-05l,2014-07-05l,2014-07,140629-047245,1157610,christur,Email,2014-06-29l,2014-07-04l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,7223,1,2,1,5,,0,1
2014-07-05l,2014-07-05l,2014-07,140701-030495,1157636,thahasee,Email,2014-07-01l,2014-07-04l,0,SMB-BusinessMail-Tech-FL,SMB - Agents,SMB - Agents,5136,4,2,5,8,,0,1
2014-07-05l,2014-07-05l,2014-07,140701-068224,1157644,dainva,Email,2014-07-01l,2014-07-04l,0,SMB-LocalEnhanced-Tech-FL,SMB - Agents,SMB - Agents,4487,1,2,2,2,"I updated my business listing almost three months ago. I contacted Dain and had told he pushed it to the engineering department. A few days later I was notified some else made modifications or took ownership of my account(question) Impossible. Please update and post my business listing. This is ridiculous. Please note the listing on your site PRM Liquor at the same address is the DBA name of my business. 
If you can fix this problem I would greatly appreciate it. I had contactd the data aggregators Factual, Infogroup etc for them to update their information as well.

Quick Stop Wine & Liquor
83 Godwin Ave
Ridgewood, NJ 07450
201-447-5015
www.quickstopwine.com
quickstopwine@yahoo.com

Thanks 

Rick
If you need any additional information please contact me at 201-447-5015",0,1
2014-07-05l,2014-07-05l,2014-07,140701-032446,1157654,sushimd,Email,2014-07-01l,2014-07-04l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,5105,10,2,9,7,,0,1
2014-07-05l,2014-07-05l,2014-07,140704-031276,1157662,ancilava,Email,2014-07-04l,2014-07-05l,0,SMB-Feedback-Tech-ET,SMB - Agents,SMB - Agents,787,10,2,10,10,"Thank you for the information, I was getting threatening letters claiming I owed various companies money for my web sit with yahoo then phone calls started worrying me I figured it was the crooks I guess I was right",0,1
2014-07-05l,2014-07-05l,2014-07,140705-008547,1157696,ancilava,Phone,2014-07-05l,2014-07-08l,0,AMR-EN-YahooAcct-Phone-Tech-T1,SMB - Agents,SMB - Agents,5344,5,2,6,5,,0,1
2014-07-05l,2014-07-05l,2014-07,140630-003515,1157697,jaditya,Email,2014-06-30l,2014-07-04l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,5708,8,2,8,8,"yes,I have an issue with mailing to multiple people.....how do I rmove previous people,when I only want to mail to one person(question)
",0,1
2014-07-05l,2014-07-05l,2014-07,140705-010516,1157762,sindhupk,Phone,2014-07-05l,2014-07-05l,0,AMR-EN-YahooAcct-Phone-Tech-T1,SMB - Agents,SMB - Agents,0,10,2,10,8,Thank you for solving a problem for me. ,0,1
2014-07-05l,2014-07-05l,2014-07,140628-005075,1157784,nadeemk,Email,2014-06-28l,2014-07-04l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,9844,8,2,7,3,,0,1
2014-07-05l,2014-07-05l,2014-07,140630-040966,1157819,jitender,Email,2014-06-30l,2014-07-04l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,6324,1,2,1,2,"This was the first time I ever had to try to reach Yahoo, was given links to entire articles that were readily available prior to contact, believe that I was likely answered from a database without actually reading the question, when I followed up and I told that my screenshot was unique but still did not address the issue which remains unsolved. What would it require to actually reach a human on the or WebEx type service to address the matter. I have been a huge Yahoo and Yahoo Mail fan since around 2000. Now, when I need assistance to continue to use, I reach no one of any help. Very frustrated. ",0,1
2014-07-05l,2014-07-05l,2014-07,140704-041725,1157826,thahasee,Phone,2014-07-04l,2014-07-05l,0,SMB-YSBPhoneTickets-Phone-FL,SMB - Agents,SMB - Agents,152,10,2,9,9,,0,1
2014-07-05l,2014-07-05l,2014-07,140630-020013,1157837,rameshkr,Email,2014-06-30l,2014-07-04l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,5323,9,2,8,9,,0,1
2014-07-05l,2014-07-05l,2014-07,140627-022630,1157844,jitender,Email,2014-06-27l,2014-07-04l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,9604,1,2,1,10,"For the last 2 wks. your system is keeping me from sending out emails to my high school classmates(approx. 32 members) under the BCC selection. It seems sending you any request for help proves to be no good w/ the same problem plaguing me the same or next day. Once again, your system is the worst in the industry! Lane Etheredge",0,1
2014-07-05l,2014-07-05l,2014-07,140626-055062,1157874,sunilrd,Email,2014-06-26l,2014-07-04l,0,SMB-MarketingDashboard-Tech-FL,SMB - Agents,SMB - Agents,11892,10,2,9,7,,0,1
2014-07-05l,2014-07-05l,2014-07,140701-043861,1157950,christur,Email,2014-07-01l,2014-07-04l,0,SMB-Domains-Tech-FL,SMB - Agents,SMB - Agents,4926,1,2,10,1,"I received notice that the Fort Mason community garden, domain name was about to expire and that it was going to be automatically renewed using my Yahoo ID and credit card however this domain belongs to a non profit and they will be switching it over to a new hosting that provider with a new credit card I do not wish to renew this domain name I want to transfer to the new account I need assistance with this I send an email to you explaining everything and you told me to call you which is pretty much impossible. ",0,1
2014-07-05l,2014-07-05l,2014-07,140701-053160,1157959,azmathm,Email,2014-07-01l,2014-07-04l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,4773,1,2,1,1,provide phone numbers and HUMAN BEINGS TO DEAL WITH YOU FAULF RIDDEN SYSTEM,0,1
2014-07-05l,2014-07-05l,2014-07,140701-021617,1158018,arifha,Email,2014-07-01l,2014-07-04l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,5280,7,2,2,8,"We tried the suggestions, but the issue is still at hand. Don't know what else to do other than try another email provider.",0,1
2014-07-05l,2014-07-05l,2014-07,140701-038321,1158032,sanjanak,Email,2014-07-01l,2014-07-04l,0,SMB-Domains-Tech-FL,SMB - Agents,SMB - Agents,5013,2,2,5,1,It is nearly impossible to get ahold of Customer Care. I have called many times and been on hold for 1/2 hour and then cut off. This last time I was on hold for 1 1/2 hours at midnight before I could get a human at the other end.  When I finally talked to someone the issue was resolved. In my opinion your customer care is horrible. There is no easy way to contact you. Please fix your system.,0,1
2014-07-05l,2014-07-05l,2014-07,140624-025917,1158046,arunya,Email,2014-06-24l,2014-06-29l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,6726,1,2,3,4,"For a payed service it's unusual to leave the customer with no solutions. As ""Yahoo Small Business"" you are obliged to offer solutions to respond to many different types of businesses. In my business case it's very important to see the time information of the mail sent or received... With the new Yahoo SB launch i don't have that anymore. And there is no telling if there will be a solution for my problem, not soon anyway! You sort of oblige me to use another program for mail management...
 ",0,1
2014-07-05l,2014-07-05l,2014-07,140630-039850,1158050,sunilrd,Email,2014-06-30l,2014-07-04l,0,SMB-LocalBasic-Tech-FL,SMB - Agents,SMB - Agents,6343,1,2,1,3,Still is NOT working.   Terrible service !!!!!,0,1
2014-07-05l,2014-07-05l,2014-07,140627-050659,1158071,jaditya,Email,2014-06-27l,2014-07-03l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,7713,1,2,1,5,There have been more problems with Yahoo mail in the last six months than there have been in an entire decade. I'm getting pretty fed up with it and am getting ready to change providers.,0,1
2014-07-05l,2014-07-05l,2014-07,140627-055807,1158076,haritas,Email,2014-06-27l,2014-07-01l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,4715,1,2,1,2,I tried the recommendation of changing browser.....nothing worked. I will just keep the email address that works.,0,1
2014-07-05l,2014-07-05l,2014-07,140622-033802,1158101,sanjanak,Email,2014-06-22l,2014-06-27l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,7622,1,2,2,3,I've been a local customer for many years and I'd like to use the new e-mail interface. Is there someone there at Yahoo who can help me(question),0,1
2014-07-05l,2014-07-05l,2014-07,140624-055144,1158133,arifha,Email,2014-06-24l,2014-06-29l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,6257,5,2,5,5,"I called the USA from Australia and was on the line for 35 minutes (expensive) before I made a decision to disconnect. I needed to explain my problem (going through each step and reporting why was on the screen) 3 times to the agent before he went off to chat with his supervisor. It may have been possible that my problem was known to Yahoo because 2 of the 3 times I called I received a recorded message (with strong Indian accent that was difficult to understand) indicating that Yahoo small business was currently working on a problem... (not sure what problem, could not understand the recording). 
I'm happy with the end result, but I would be happier if your agents' command of the English language and general communication skills matched their technical expertise.",0,1
2014-07-05l,2014-07-05l,2014-07,140624-060624,1158138,jitender,Phone,2014-06-24l,2014-06-27l,0,SMB-BusinessMail-Tech-phone-FL,SMB - Agents,SMB - Agents,4562,1,2,1,1,"When are you going to fix it, PLEASE(question)(question)",0,1
2014-07-05l,2014-07-05l,2014-07,140705-039183,1158153,ashishk1,Phone,2014-07-05l,2014-07-05l,0,AMR-EN-YahooAcct-Phone-Tech-T1,SMB - Agents,SMB - Agents,0,10,2,10,8,,0,1
2014-07-05l,2014-07-05l,2014-07,140701-021243,1158156,sindhupk,Email,2014-07-01l,2014-07-04l,0,SMB-MerchantSolutions-Tech-FL,SMB - Agents,SMB - Agents,5287,1,2,3,1,"I am extremely unhappy with the support I am getting on a Lexity Facebook coupon issue.  I have gone the direct call route several times and now the email route.  No one is listening.  
what I keep getting it the same old stuff like clear your cache.  I have no idea who is seeing my latest FB coupon and who is not.  I know I am not seeing it.",0,1
2014-07-05l,2014-07-05l,2014-07,140629-040480,1158199,ashishk1,Email,2014-06-29l,2014-07-03l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,4661,10,2,9,10,,0,1
2014-07-05l,2014-07-05l,2014-07,140629-049153,1158226,deenavb,Email,2014-06-29l,2014-07-04l,0,AMR-EN-YahooAccts-T1,SMB - Agents,SMB - Agents,7164,3,2,10,3,,0,1
2014-07-05l,2014-07-05l,2014-07,140702-054496,1158247,ashishk1,Email,2014-07-02l,2014-07-05l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,4610,7,2,6,8,"Please add more security. My email is my precious thing. If it is broke by someone unresponsible, all my confidential email will be revealed to the person. This happen two times with my email. Please secure it.",0,1
2014-07-06l,2014-07-12l,2014-07,140705-044458,1158266,azmathm,Phone,2014-07-05l,2014-07-05l,0,SMB-WebHosting-Tech-phone-FL,SMB - Agents,SMB - Agents,0,1,2,1,1,,0,1
2014-07-06l,2014-07-12l,2014-07,140702-048713,1158283,haritas,Email,2014-07-02l,2014-07-05l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,4732,3,2,1,4,"Look guys, your email system thought the message I sent between email accounts was Phishing. It was not. It was just an email with a link. Your fucking ""help"" just gave me back the same online form I had submitted in the first place. Just stop fucking with my emails.  I am totally white hat. Come on, I have been using your service for over 20 years AND except for the unlimited memory - it just gets weirder to use. Its only because I don't want to change my very useful email address and account that I keep going. Please stop ""adding value"".  Thanks Edward Saravolac esaravol@yahoo.com",0,1
2014-07-06l,2014-07-12l,2014-07,140706-001520,1158309,azmathm,Phone,2014-07-06l,2014-07-06l,0,AMR-EN-YahooAcct-Phone-Tech-T1,SMB - Agents,SMB - Agents,4,10,2,10,8,KEEP UP THE GOOD WORK I TRUST YAHOO AND THE I AM VERY SATISFIED AND HAPPY FOR YOUR SERVICE THANK YOU THE PERSON TO WHOME I SPOKE WAS VERY HELP FULL AND GOOD TO TALK TO KEEP IT UP.,0,1
2014-07-06l,2014-07-12l,2014-07,140630-001847,1158321,deenavb,Email,2014-06-30l,2014-07-04l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,5760,2,2,4,2,you customer service respond so slowly ,0,1
2014-07-06l,2014-07-12l,2014-07,140701-069658,1158346,lohitv,Email,2014-07-01l,2014-07-05l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,5937,6,2,8,9,"Since the e-mails I have been sending out don't appear in my sent box I am forced to rewrite them. This takes anywhere between 5 minutes to 45 minutes. Why don't you have an option to save a copy to drafts(question)
",0,1
2014-07-06l,2014-07-12l,2014-07,140701-047792,1158367,azmathm,Email,2014-07-01l,2014-07-05l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,6338,1,2,1,1,"VERY DISAPPOINTED!!!!  I have my business domain and website hosted by Yahoo.
Have even trying to get my business listed locally for a couple months now. 
Finally received verification code in mail and it was expired.  Called in for assistance and could barely understand representative due to heavy accent and low phone volume on his end. After close to 45 min on phone he finally informs me code expired after 2 weeks and he can't help me fix it as I am using free local listing as opposed to paying additional price above the price I already pay for domain/web host. 
I'm extremely glad at this point  I chose not to pay for premium local listing as I still can't get a verification code from your company  in a timely matter. 
I was directed to email help desk and it offered no solution except I resubmit info and request another code be mailed to me. I guess I will be waiting again. 
Also EXTREMELY DISAPPONTED in Yahoo/Bing search return. Google has no issue finding me. If I do a simple keyw",0,1
2014-07-06l,2014-07-12l,2014-07,140702-016382,1158381,bhuvanes,Phone,2014-07-02l,2014-07-05l,0,SMB-YSBPhoneTickets-Phone-FL,SMB - Agents,SMB - Agents,5323,1,2,1,1,"Improve business customer service. Faster response, tech who easy to understand. In addition, don't make major changes to service without plenty of advanced notice. ",0,1
2014-07-06l,2014-07-12l,2014-07,140630-069851,1158468,jitender,Email,2014-06-30l,2014-07-04l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,5743,10,2,10,10,Thank you Very Much For Gave a Support For Me.. I Highly Appreciate Your Support. Thank You Very Much.. ,0,1
2014-07-06l,2014-07-12l,2014-07,140702-054023,1158496,haritas,Email,2014-07-02l,2014-07-05l,0,SMB-LocalEnhanced-Tech-FL,SMB - Agents,SMB - Agents,4621,1,2,1,2,"It's impossible to have a person to help 
You.but you keep charging my card",0,1
2014-07-06l,2014-07-12l,2014-07,140702-042926,1158508,haritas,Email,2014-07-02l,2014-07-05l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,4847,1,2,1,1,sent another email for help and received no response,0,1
2014-07-06l,2014-07-12l,2014-07,140702-040558,1158510,haritas,Email,2014-07-02l,2014-07-05l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,4890,1,2,1,1,We asked for further help and none was given!  We were on hold for an hour and a half started to speak to an Agent and were disconnected on her end. She did not try to reach us and we didn't have another hour and a half.  The next day we tried several times with no human to speak to.  Customer device horrible!,0,1
2014-07-06l,2014-07-12l,2014-07,140702-016571,1158516,bhuvanes,Email,2014-07-02l,2014-07-05l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,5319,10,2,8,7,"I wish companies sidnt change things people xhoose 
Items because they are comfortable with what they choose 
Then it gets changed. Im paying for a website and cant update it",0,1
2014-07-06l,2014-07-12l,2014-07,140702-001843,1158539,jitender,Email,2014-07-02l,2014-07-05l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,5696,10,2,10,9,Thanks a lot for promptness in addressing my concern and restoring mail box.,0,1
2014-07-06l,2014-07-12l,2014-07,140630-060230,1158551,arifha,Email,2014-06-30l,2014-07-04l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,4623,9,2,10,9,,0,1
2014-07-06l,2014-07-12l,2014-07,140701-036757,1158553,jitender,Email,2014-07-01l,2014-07-04l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,5038,1,2,1,1,"Yahoo Small Business is horrible, the phone number is useless, wait times are always over 30 minutes and they tell you that in the recorded message as soon as it picks up. However the wait time is actually over an hour & half to over 2 hours. Unacceptable! The last 3 to 4 phone calls, over the last 2 to 3 months, I waited that long and did not get to speak to anyone. Calls were actually disconnected after incredibly ridiculous long wait times.",0,1
2014-07-06l,2014-07-12l,2014-07,140706-014872,1158586,bhuvanes,Phone,2014-07-06l,2014-07-06l,0,AMR-EN-YahooAcct-Phone-Tech-T1,SMB - Agents,SMB - Agents,0,10,2,10,10,"Yes -- I called 800 318 0612 and tried to get help with e-mail not being sent. I waited nd listened to music for 30 minutes and gave up. I called back and punched the business button and got good service then, although my e-mail is not about business much -- I make a small amount of money selling gags to cartoonists. Not enough to set up any e-mail business contacts. But, this was the only way I got fast service which was then quite satisfactory.",0,1
2014-07-06l,2014-07-12l,2014-07,140702-022106,1158616,sanjanak,Email,2014-07-02l,2014-07-05l,0,SMB-BusinessMail-Tech-FL,SMB - Agents,SMB - Agents,5216,2,2,2,4,"You have well-meaning people at Customer Care, but they only give me advice and suggestions I already know.  After many years of reliable technical performance with your e-mail service, I have now encountered several serious problems in the past year.  I don't want to change service-providers, but you need to improve your technical performance.",0,1
2014-07-06l,2014-07-12l,2014-07,140701-037279,1158699,thahasee,Email,2014-07-01l,2014-07-04l,0,SMB-BusinessMail-Tech-FL,SMB - Agents,SMB - Agents,5029,1,2,1,1,"I HAVE REPORTED REITERATED TIMES THAT I AM HAVING AN ENDLESS PROBLEM WITH ADDING A CONTACT TO A LIST. I HAVE FOLLOWED THE SO CALLED INSTRUCTIONS FROM YOU BUT CLEARING THE CACHE DOES NOT RESOLVE THE ISSE. IT'S NOT A MATTER OF BROWSER CORRUPTED, IT'S YAHOO! NEW MAIL WHICH IS CORRUPTED. I TRIED WOTH ALL POSSIBLE DIFFERENT BROWSERS FROM DIFFERENT PLATFORMS, AND THE PROBLEM IS THERE. ONLY LAST TIME, AFTER THREE ATTEMPTS, I MANAGED TO MAKE IT WORKING, NOT THIS TIME. FOR INSTANCE, HAVE TRIED TO ADD A RECENT CONTACT Jan Denijs  TO THE LIST Icaros AND I WAS NOT ABLE TO DO IT, ANF GAVE UP AFTER THREE ATTEMPTS. STUPID YAHOO! MAIL PAGE EITHER GETS INTO A LOOP AND LOADS FOR EVER, OR ELSE, IT BEHAVE AS IF JOB DONE, AND NOTHING IS DONE. IT'S *MANY MANY MONTHS*, WELL BEFORE THE INTRODUCTION OF THE LATEST BUGGY INTERFACE, THAT I AM REPORTING THIS ISSUE. YOUR SO CALLED TECHNICAL TEAM IS NOT ABLE TO SORT THINGS OUT IN A SUCCESSFUL, HASSLE-FREE WAY. SORT IT OUT!!!!!!!!!!!!!  

THE ONE ABOVE IS A COPY OF T",0,1
2014-07-06l,2014-07-12l,2014-07,140702-024838,1158763,rameshkr,Email,2014-07-02l,2014-07-05l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,5171,1,2,3,1,For one week I tried to call yahoo and no result!! ,0,1
2014-07-06l,2014-07-12l,2014-07,140702-047891,1158805,ashishk1,Email,2014-07-02l,2014-07-05l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,4750,1,2,1,1,I think I have already said everything I needed to say. You guys are scammer and I will do my best to sue you and ban your service.,0,1
2014-07-06l,2014-07-12l,2014-07,140629-014645,1158827,lohitv,Email,2014-06-29l,2014-07-03l,0,SMB-LocalEnhanced-Tech-FL,SMB - Agents,SMB - Agents,5319,3,2,1,5,I just don't understand why a listing has to sit for months with no ability to update it!,0,1
2014-07-06l,2014-07-12l,2014-07,140702-040276,1158844,maryjert,Email,2014-07-02l,2014-07-05l,0,SMB-MerchantSolutions-Tech-FL,SMB - Agents,SMB - Agents,4899,10,2,1,10,I can't recommend Yahoo just because you help me resolve the problems that you have caused. ,0,1
2014-07-06l,2014-07-12l,2014-07,140702-052851,1158873,arifha,Email,2014-07-02l,2014-07-05l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,4646,10,2,10,1,,0,1
2014-07-06l,2014-07-12l,2014-07,140701-054784,1158879,ashishk1,Email,2014-07-01l,2014-07-05l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,6231,1,2,3,1,My problem was not resolved. The link your rep sent me to did not have anything to do with my problem. I still cannot send a group email. Why is that(question)(question)(question)(question)(question)(question)(question),0,1
2014-07-06l,2014-07-12l,2014-07,140702-055677,1158927,haritas,Email,2014-07-02l,2014-07-05l,0,SMB-LocalEnhanced-Tech-FL,SMB - Agents,SMB - Agents,4582,1,2,3,4,,0,1
2014-07-06l,2014-07-12l,2014-07,140701-074505,1158935,lohitv,Email,2014-07-01l,2014-07-10l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,12974,2,2,2,1,"This Site Solution problem has been going on now for 5 months.  I have used another computer and only was successful for one save and publish then the problem occurred again.  This is a business site and I am losing clients.  I cleared cookies, cache with Firefox and Explorer.  HELP",0,1
2014-07-06l,2014-07-12l,2014-07,140706-045870,1158989,maryjert,Phone,2014-07-06l,2014-07-06l,0,SMB-BusinessMail-Tech-phone-FL,SMB - Agents,SMB - Agents,0,4,2,4,7,"The rep did what she could to help me, but was very condescending, kind of short with me and seemed to have a bit of an attitude/sarcasm. Felt her customer service and the way she addressed me/talked to me could've been better. Kind of felt like I was doing her a favor or like I was a burden, etc. She did help me though which I appreciated, just attitude wise, she could've been a little nicer or more engaging. Got smart with me a few times and I felt kind of slighted. Overall, ok. Also wish Yahoo hold times weren't so long. If there's going to be a long hold time, they should offer the option for customer to schedule a callback with a rep if the hold times are long.  asap. They can call people back if they get disconnected as my rep initially did, so I feel its only necessary to have a call back queue. Overall call was ok, just offering general advice and feedback. 

Thank you, 

Christina",0,1
2014-07-06l,2014-07-12l,2014-07,140703-003541,1159054,ancilava,Email,2014-07-03l,2014-07-06l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,5601,10,2,9,9,,0,1
2014-07-06l,2014-07-12l,2014-07,140703-042411,1159056,jitender,Email,2014-07-03l,2014-07-06l,0,AMR-EN-Mail-Tech-T1,SMB - Agents,SMB - Agents,4767,7,2,1,1,"In general, your customer care is missing in action.",0,1
2014-07-06l,2014-07-12l,2014-07,140702-023056,1159071,thahasee,Email,2014-07-02l,2014-07-06l,0,SMB-WebHosting-Tech-FL,SMB - Agents,SMB - Agents,6607,1,2,1,1,"As a former Yahoo Employee, I am appalled at the level of incompetent and cookie cutter answers you provide to a customer who pays for Yahoo Plus.  There is a systematic breakdown at Yahoo Customer Care. Your agents just grab the next FAQ that is available to them, and pass the buck to the next agent who will do the same. After several attempts: I GAVE UP on having my issue fixed. I GAVE UP, because it was going nowhere. I could go on for a long time as to what is wrong with Yahoo, but, customer care is not a priority and after wasting my time trying to explain my issue with Mail Plus, I am 99.99% this feedback will fall on deaf ears and no follow up will be given to me. Take a hike Yahoo. You've fallen from the great company you once were and the reasons are clear to everybody except you.",0,1
